ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/ Conservation Reports on File,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),Latitude,Longitude,Point Data,Coordinate Accuracy,Modified
2014.011.PfA.IaRan,B'MORE Birds: The Oriole,2014,4331 York Road,,Iandry Randriamandroso,Mural,in place,,,,"Baltimore Mural Program (BOPA),Percent for Public Art (BOPA)",,,,,Baltimore,MD,21212,,,,Outdoor,mural,,,,,Male,,,,,,,,4,Wilson Park,Greater Govans,39.341878,-76.609422,,,6/16/2022 10:28pm
2008.008.BMP.ChLaw,Leaden Hall Mural,2008,114 Hamburg Street,,Charles Lawrence,Mural,in place,,,City of Baltimore - BOPA,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21230,,side of rowhouse,,Outdoor,mural,,,,,Male,,,,,,,,11,Sharp-Leadenhall,Inner Harbor/Federal Hill,39.277827, -76.616202,,,
1998.001.BMP.MaCar,,1998,1756 E. Preston Street,,Mary Carfagno Ferguson,Mural,in place,,,,,,,,,Baltimore,MD,21213,,Side of building,,Outdoor,mural,Amtrak train and buildings,,,,Female,,2005; 1991/1993,Paint peeling in several locations,,,,,12,Broadway East,Greenmount East,39.305591,-76.592704,,,
2000.013.BMP.JaSch,,2000,437 S. Smallwood Street,,Jay Wolf Schlossberg-Cohen,Mural,in place,,,,Baltimore Mural Program (BOPA),Community youth,,,,Baltimore,MD,21223,,,,Outdoor,mural,,,,,Male,,,,,,,,9,Carrollton Ridge,Southwest Baltimore,39.282156,-76.650923,,,
1993.003.BMP.HeGla,Ursa Major and Ursa Minor,1993,1224 W. Lombard Street,,Helen Glazer,Mural,,,,,,,,,,Baltimore,MD,21223,,Side of building,,Outdoor,mural,Constellations: Ursa Major and Ursa Minor; The Great Bear and the Little Bear,,,,Female,,2005; 1991/1993,Paint peeling at bottom; trees blocking mural,,,,,9,Hollins Market,Poppleton/The Terraces/Hollins Mkt,39.286761,-76.637416,,,
1985.004.XXX.JoFer,Veronica,1985,6700 block of Park Heights Avenue,Block,John D. Ferguson,Sculpture,,,,,,,,,,Baltimore,MD,21215,,Between Labyrinth Rd. and Clarinth Rd.,,,corten steel,,,,11 ft. x 10 ft. x 6 ft. 6 in.,Male,,,,checked,,,,5,Arlington,Pimlico/Arlington/Hilltop,39.3455699999999,-76.68362,,,
2002.001.XXX.JaSch,,2002,Monroe Street and Lauretta Avenue,Intersection,Jay Wolf Schlossberg-Cohen,Mural,in place,,,,,Community youth,,,,Baltimore,MD,21223,,Side of building with park,,Outdoor,mural,Calls for peace and non-violence in community,,Excellent condition; mural enclosed by a fence in a park area; houses in surrounding neighborhood are mostly abandoned,,Male,,2005; 1991/1993,outside of park has overgrown grass and bushes and trash,,,,,9,Harlem Park,Sandtown-Winchester/Harlem Pk,39.294610,-76.646676,,,
1922.001.CHAP.EdBer,Chapin A. Harris Bust,1922,Wyman Park Drive and 31st Street,Intersection,Edward Berge,"Monument,Bust",in place,,,,,,,,,Baltimore,MD,21211,,Median at edge of park,,Outdoor,bronze,,Chapin A. Harris,,42 x 26 1/2 x 20 1/2 in.,Male,,,,checked,,,node/2044048055,14,Remington,Medfield/Hampden/Woodberry/Remington, 39.324848,-76.621113,,,7/21/2020 2:47pm
2014.001.BMP.KaTru,The Clap Clap Parade,2014,1400 Warner Street,,Katey Truhn,Mural,in place,,,,Baltimore Mural Program (BOPA),Jessie Unterhalter,,,,Baltimore,MD,21230,,,,Outdoor,mural,,,,,Female,,,,,,,,10,Carroll - Camden Industrial Area,Washington Village,39.274665,-76.625186,,,
1825.001.CHAP.AnCap,The Battle Monument,1825,105 N. Calvert Street,,Antonio Capellano,"Monument,Sculpture",in place,,,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,Maximilian Godefroy,,,Baltimore,MD,21202,,Calvert and Fayette Sts.,,Outdoor,marble,,,,Overall: approx. H. 52 ft.; Figure: approx. H. 8 1/2 ft.,Male,,,,checked,,,way/453652377,11,Downtown,Downtown/Seton Hill,39.290689,-76.612416,,,6/1/2019 10:07pm
1990.006.BMP.QuMos,,1990,4000 Reisterstown Road,,Quentin Mosley,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21215,,,,Outdoor,mural,,,,,Male,,,,,,,,6,Towanda-Grantley,Southern Park Heights,39.333768,-76.664444,,,
2014.013.BMP.RiBes,A Walk to Clarity,2014,1400 Warner Street,,Richard Best,Mural,in place,,,,Baltimore Mural Program (BOPA),"Richard Best,Pablo Machioli,Stefan Ways",,,,Baltimore,MD,21230,,,,Outdoor,mural,,,,,Male,,,,,,,,10,Carroll - Camden Industrial Area,Washington Village,39.275208,-76.624790,,,
1945.003.CHAP.Unknown,Serviceman's Memorial,1945,Keswick Road and W. 33rd Street,Intersection,Unknown,Monument,,,,,,,,,,Baltimore,MD,21210,,,,Outdoor,,,,,,,,,,,,,node/3447668997,14,Hampden,Medfield/Hampden/Woodberry/Remington,39.326662,-76.627660,,,8/23/2020 9:42pm
1998.008.BMP.ToMil,,1998,600 Cherry Hill Road,,Tom Miller,Mural,,,,,,,,,,Baltimore,MD,21225,,Side of building,,Outdoor,mural,Various self portraits,,,,Male,,2005; 1991/1993,Spray paint on some of the pictures,,,,,10,Cherry Hill,Cherry Hill,39.250819,-76.622418,,,
1991.006.BMP.JaVos,"Locks, Keys, and Security Devices",1991,5801 Reisterstown Road,,James Voshell,Mural,,,,,,,,,,Baltimore,MD,21215,,Wraps around top of EZ Storage building,,,mural,"Various types of locks, keys, and security devices",,Excellent condition; Non-city funded,,Male,,,,,,,,5,Glen,Glen-Falstaff,39.350590,-76.694096,,,
1945.005.CHAP.Unknown,Serviceman's Memorial,1945,Wilkens Avenue and Gilmore Street,Intersection,Unknown,Monument,,Mayor & City Council,,,,,,,,Baltimore,MD,21223,,,,Outdoor,,,,,,,,,,,,,,9,New Southwest/Mount Clare,Southwest Baltimore,39.283399, -76.642190,,,
2011.008.BMP.ChPet,Untitled,2011,2300 Washington Boulevard,,Chris Peters,Mural,in place,,,,Baltimore Mural Program (BOPA),Mike Batistellar,,,,Baltimore,MD,21230,,,,Outdoor,mural,,,,,Male,,,,,,,,10,Morrell Park,Morrell Pk/Violetville,39.26934860143854, -76.64942087026634,,,
2011.003.BMP.GrGan,Charles Village Mural,2011,2439 Charles Street,,Greg Gannon,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21218,,,,Outdoor,mural,,,,,Male,,,,,,,,12,Old Goucher,Greater Charles Vill./Barclay,39.317416,-76.616764,,,7/17/2019 11:56am
2007.020.XXX.Unknown,J. Joseph Curran Memorial Clock,2007,505 Woodbourne Avenue,,Unknown,,,,,,,,,,,Baltimore,MD,21212,,,,Outdoor,,,,,,,,,,checked,,,,4,Woodbourne-McCabe,Greater Govans,39.355352, -76.609698,,,
1994.006.BMP.PoMas,Reawakening,1994,903 N. Stricker Street,,Pontella Mason,Mural,in place,,,,,,,,,Baltimore,MD,21217,,Side of building,,Outdoor,mural,Images of famous African Americans,,,,Male,,2005; 1991/1993,Bottom needs paint,,,,,9,Sandtown-Winchester,Sandtown-Winchester/Harlem Pk,39.299084,-76.641350,,,
2014.004.BMP.StPow,HOME/ THIS MUST BE THE PLACE,2014,2201 Russell Street,,Stephen Powers,Mural,in place,,,,"Baltimore Mural Program (BOPA),Love Letter to Baltimore (BOPA)",,,,,Baltimore,MD,21230,,,,Outdoor,mural,,,,,Male,,,,,,,,10,Westport,Westport/Mt Winans/Lakeland,39.264741,-76.634854,,,
1996.004.XXX.RuChr,,1996,W. Mount Royal Avenue and Dolphin Street,Intersection,Rupp Christie,Sculpture,,,,,,,,,,Baltimore,MD,21217,,On side of building - Visible on Mt. Royal Ave.,,Outdoor,"fiberglass & clock,fiberglass",Snail with Clock inside on side of Building,,,,,,,,,,,,11,Mid-Town Belvedere,Midtown,39.306789,-76.620366,,,10/10/2019 10:25pm
2006.007.BMP.MiKir,The Fertility,2006,3801 Eastern Avenue,,Michael Kirby,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21224,,,,Outdoor,mural,,,,,Male,,,,,,,,1,Brewers Hill,Highlandtown,39.286546,-76.564761,,,
1987.005.BMP.JoFor,,1987,3500 Hillen Road,,John Ford,Mural,,,,,,,,,,Baltimore,MD,21218,,,,,mural,,,,,Male,,,,,,,,14,Ednor Gardens-Lakeside,Northwood,39.3325566,-76.5932302,,,
2000.009.BMP.ErSha,,2000,106 S. Calverton Road,,"""Ernest Shaw, Jr.""",Mural,in place,,,,,,,,,Baltimore,MD,21223,,Side of abandoned building,,,mural,Grandfather and two grandchildren,,Excellent condition,,Male,,2005; 1991/1993,moss growing at bottom of mural,,,,,9,Shipley Hill,Southwest Baltimore,39.286721,-76.652243,,,
2007.007.BMP.ChLaw,Inner City Wildlife,2007,3301 Belair Road,,Charles Lawrence,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21213,,,,Outdoor,mural,,,,,Male,,,,,,,,13,Belair-Edison,Belair-Edison,39.321858,-76.572944,,,
2014.003.BMP.StPow,WHAT IS AND WHAT CAN BE,2014,1700 Ridgley Street,,Stephen Powers,Mural,in place,,,,"Baltimore Mural Program (BOPA),Love Letter to Baltimore (BOPA)",,,,,Baltimore,MD,21230,,,,Outdoor,mural,,,,,Male,,,,,,,,10,Carroll - Camden Industrial Area,Washington Village,39.272362,-76.631848,,,
2007.006.BMP.LyKis,,2007,592 Presstman Street,,Lyle Kissack,Mural,in place,,,,,,,,,Baltimore,MD,21217,,on side of building,,Outdoor,mural,forest scene with light peaking through,,good condition,,Male,,2008,,checked,,,,11,Upton,Upton/Druid Hts,39.306084,-76.637526,,,
1987.011.BMP.MiTin,,1987,2325 E. Eager Street,,Michael Tinson,Mural,,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21205,,,,,mural,,,,,Male,,,,,,,,13,Middle East,Madison/East End,39.301622,-76.5863307,,,
1944.001.CHAP.FWMcK,Serviceman's Memorial,1944,Ellicott Drive and Bloomingdale Road,Intersection,F.W. McKinney,Monument,,Mayor & City Council,,,,,,,,Baltimore,MD,21207,,,,Outdoor,,,,,,Male,,,,,,,,9,Winchester,Greater Rosemont,39.302048,-76.6676817,,,
1992.002.BMP.JoEll,1. The Orioles at Night 2. Billy Holliday Travelin' Light,1992,506 N. Howard Street,,John Ellsberry,Mural,removed,,,,Baltimore Mural Program (BOPA),Betsy Greene,,,,Baltimore,MD,21201,,,,Outdoor,mural,,,,,Male,,,,,,,,11,Seton Hill,Downtown/Seton Hill,39.2952903,-76.622137,,,
2014.009.PfA.IaRan,B'MORE Birds: The Red-bellied Woodpecker,2014,5017 York Road,,Iandry Randriamandroso,Mural,in place,,,,"Baltimore Mural Program (BOPA),Percent for Public Art (BOPA)",,,,,Baltimore,MD,21212,,,,Outdoor,mural,,,,,Male,,,,,,,,4,Winston-Govans,Greater Govans,39.350045,-76.609480,,,6/16/2022 10:27pm
1999.008.BMP.LyKis,,1999,450 E. 22nd Street,,Lyle Kissack,Mural,,,,,,,,,,Baltimore,MD,21218,,Side of building facing Greenmount Ave.,,Outdoor,mural,People in community,,Excellent condition,,Male,,2005; 1991/1993,trees blocking mural,,,,,12,Barclay,Greater Charles Vill./Barclay,39.314706,-76.609662,,,
1943.002.CHAP.Unknown,Granite Memorial Shaft,1943,Payson Street and Ramsey Street,Intersection,Unknown,Monument,,Mayor & City Council,,,,,,,,Baltimore,MD,21223,,,,Outdoor,,,,,,,,,,,,,,9,Carrollton Ridge,Southwest Baltimore,39.282978,-76.6487772,,,
1984.014.XXX.GrMor,Home Run 1984,1984,900 E. 33rd Street,,Greg Moring,,,,,,,,,,,Baltimore,MD,21218,,Opposite the stadium,,,,,,,,Male,,,,,,,,14,Ednor Gardens-Lakeside,The Waverlies,39.329129,-76.601482,,,
1994.001.BMP.MaCar,,1994,2000 E. Pratt Street,,Mary Carfagno Ferguson,Mural,in place,,,,,Johnson,,,,Baltimore,MD,21231,,Side of building,,Outdoor,mural,Garden area,,,,Female,,2005; 1991/1993,Excellent,,,,,13,Butcher's Hill,Fells Point,39.289517,-76.588906,,,8/22/2022 10:50pm
2010.004.BMP.LyKis,[Tree and neighbors mural],2010,401 Whitridge Avenue,,Lyle Kissack,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21218,,,,Outdoor,mural,,,,,Male,,,,,,,,12,Harwood,Greater Charles Vill./Barclay,39.321469,-76.611010,,,6/17/2022 8:53pm
2004.008.BMP.LyKis,,2004,N. Patterson Park Avenue and N. Gay Street,Intersection,Lyle Kissack,Mural,,,,,,Aleksander Martray,,,,Baltimore,MD,21213,,Side of building; South side of Gay St.,,Outdoor,mural,People in community,,,,Male,,2005; 1991/1993,"Building wall where mural is located is collapsing, paint falling off and peeling",,,,,13,Broadway East,Clifton-Berea,39.310868,-76.585684,,,
1993.002.BMP.NiAum,Love the Animals,1993,2800 E. Fayette Street,,Nicholas Aumiller,Mural,,,,,,,,,,Baltimore,MD,21224,,Mini murals on posts located in median strip,,,mural,Pictures of animals,,Non-city funded,,Male,,2005; 1991/1993,Paint excessively peeling off of every post; trash liters area,,,,,13,McElderry Park,Patterson Pk N&E,39.294684,-76.577779,,,
2000.003.BMP.LyKis,,2000,4004 Frederick Avenue,,Lyle Kissack,Mural,,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21229,,Side of building with community park,,Outdoor,mural,People in community,,Mural enclosed by fence and community park set off of Frederick Ave. (Irvington Community Space); minor landscape issues on left and right side of mural,,Male,,,,,,,,8,Irvington,Allendale/Irvington/S. Hilton,39.282024,-76.682555,,,
1989.007.BMP.DoMcC,,1989,141 S. Central Avenue,,Donna McCullough,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,,,Outdoor,mural,,,,,Female,,,,,,,,12,Washington Hill,Jonestown/Oldtown,39.289087,-76.599182,,,
2005.004.XXX.MiKir,Three Baltimores,2005,Key Highway under I-95,Intersection,Michael Kirby,Mural,,,,,,,,,,Baltimore,MD,21230,,Key Highway under I-95,,,mural,"Three aspects of Baltimore: ships, railroad, workers (steel?)",,Excellent condition; Non-city funded,,Male,,,,,,,,11,Locust Point Industrial Area,South Baltimore,39.26492918622983,-76.59230257036342,,,
1998.004.BMP.JoEll,I've Been Working on the Railroads,1998,Ramsay and Cross Streets,Intersection,John Ellsberry,Mural,in place,,,,Baltimore Mural Program (BOPA),Betsy Greene,,,,Baltimore,MD,21230,,Side of Baltimore and Ohio Railroad Museum,,Outdoor,mural,,,,,Male,,,,,,,,10,Washington Village/Pigtown,Washington Village,39.283706,-76.633471,,,7/17/2019 11:55am
2006.008.BMP.LyKis,,2006,27th Street and Greenmount Avenue,Intersection,Lyle Kissack,Mural,in place,,,,,Cinda Garcia,,,,Baltimore,MD,21218,,on side of building facing north side,,Outdoor,mural,imagery of children playing on streets,,Excellent Condition,,Male,,2008,,checked,,,,14,Better Waverly,Greater Charles Vill./Barclay,39.320680,-76.609291,,,
2011.001.BMP.JoBer,Love in Search of a Word,2011,436 E. Lafayette Avenue,,Joel Bergner,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,,,Outdoor,mural,,,,,Male,,,,,,,,12,Greenmount West,Midtown,39.310219,-76.609582,,,
1863.001.CHAP.WiKey,War of 1812 Bomb and Rack,1914,207 E. Redwood Street,,William Keyser,"Monument,Historic Object",in place,Mayor & City Council,Baltimore City Department of Transportation,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21201,,,,Outdoor,found object,,,,,Male,,,,,,,node/6762955376,11,Downtown,Downtown/Seton Hill,39.28886948,-76.61195632,,,8/31/2019 11:35pm
1915.004.CHAP.HaSchi,Fallsway Fountain,1915,1162 Guilford Avenue,,Hans K. Schuler,Monument,in place,Mayor & City Council,Baltimore City Department of Transportation,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,Theodore Wells Pietsch,,,Baltimore,MD,21202,,,,Outdoor,marble,,,,30 x 24 x 44 ft.,Male,,,,checked,,,node/1292299524,12,Mid-Town Belvedere,Midtown,39.3034191,-76.6140889,,,6/1/2019 10:31pm
1997.002.BMP.MaCar,My Sister's Garden,1997,Cathedral and Centre Streets,Intersection,Mary Carfagno Ferguson,Mural,in place,,,,,Women's Mural Project,,,,Baltimore,MD,21201,,Side of building with parking lot,,Outdoor,mural,Garden with lots of flowers,,Excellent condition; My Sister's Garden signage replaced as of 7/28; Non-city funded,,Female,,,,,,,,11,Mount Vernon,Midtown,39.296099,-76.617148,,,8/22/2020 12:58am
1985.002.XXX.ScBur,Pearlstone Park,1985,Preston Street and Cathedral Street,Intersection,Scott Burton,Monument,,,,,,,,,,Baltimore,MD,21217,,,,Outdoor,"brick,concrete",,,,Lights: each approx. 180 1/2 x 52 x 27 in.; Settees: each approx. 43 1/2 x 78 x 52 in.,Male,,,,checked,,,way/231095744,11,Mid-Town Belvedere,Midtown,39.304591,-76.620089,,,8/29/2022 9:23pm
1999.002.BMP.MaCar,,1999,W. Ostend and James Streets,Intersection,Mary Carfagno Ferguson,Mural,,,,,,Terry Van Tassell,,,,Baltimore,MD,21230,,Side of wall facing W. Ostend St.,,,mural,Skateboarders,,,,Female,,2005; 1991/1993,Overgrown plants and grass on and around mural; trees blocking mural; trash; paint in relatively good condition,,,,,10,Washington Village/Pigtown,Washington Village,39.282701,-76.635096,,,
2007.003.BMP.DaHos,The Heart of the Community,2007,210 Guilford Avenue,,Danamarie Hosler,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,,,Outdoor,mural,,,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,39.291898,-76.611243,,,
2014.008.PfA.IaRan,B'MORE Birds: The Black-and-White Warbler,2014,5219 York Road,,Iandry Randriamandroso,Mural,in place,,,,"Baltimore Mural Program (BOPA),Percent for Public Art (BOPA)",,,,,Baltimore,MD,21212,,Located on north wall,,Outdoor,mural,,,,,Male,,,,,,,,4,Woodbourne-McCabe,Greater Govans,39.353637,-76.609648,,,6/16/2022 10:28pm
2004.013.BMP.JeRat,,2004,1731 E. Chase Street,,Jennifer Rattigan,Mural,in place,,,,,Community youth,,,,Baltimore,MD,21213,,Side of The Community Resource Center building,,,mural,"Faces, flowers, and buildings",,,,Female,,2005; 1991/1993,Some names of artists crossed out with paint,,,,,12,Middle East,Perkins/Middle East,39.303113,-76.593166,,,
2014.010.PfA.IaRan,B'MORE Birds: The Cedar Waxwing,2014,4811 York Road,,Iandry Randriamandroso,Mural,in place,,,,"Baltimore Mural Program (BOPA),Percent for Public Art (BOPA)",,,,,Baltimore,MD,21212,,,,Outdoor,mural,,,,,Male,,,,,,,node/7840926704,4,Richnor Springs,Greater Govans,39.34770,-76.609381,,,6/16/2022 10:27pm
1997.007.BMP.LyKis,,1997,1000 N. Patterson Park Avenue,,Lyle Kissack,Mural,in place,,,,,Gerald Ross,,,,Baltimore,MD,21205,,Side of building,,Outdoor,mural,Images of steel industry,,,,Male,,2005; 1991/1993,Artists names painted over with black paint and another name above,,,,,13,Biddle Street,Clifton-Berea,39.302701,-76.585214,,,
1996.001.BMP.MaCar,,1996,886 Washington Boulevard,,Mary Carfagno Ferguson,Mural,,,,,,,,,,Baltimore,MD,21230,,Side of building,,Outdoor,mural,Aqueduct with trees and bushes,,,,Female,,2005; 1991/1993,"Excellent condition with well-kept green space; blank, wooden board blocking site of mural",,,,,10,Washington Village/Pigtown,Washington Village,39.283028,-76.631036,,,
1989.011.BMP.SuWat,,1989,5276 Park Heights Avenue,,Susan Waters-Eller,Mural,,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21215,,,,Outdoor,mural,,,,,Female,,,,,,,,5,Arlington,Pimlico/Arlington/Hilltop,39.3498828891623,-76.67880172096358,,,
529,Market Fountain,1904,Water Street and Market Place,Intersection,Unknown,Fountain,in place,Mayor & City Council,Baltimore City Department of Transportation,,,,,,,Baltimore,MD,21201,,,,Outdoor,"fountain,granite",,,AKA the Booth Fountain; Donated by A.D. Booth following the Great Baltimore Fire,,,,,,,,,,11,Seton Hill,Downtown/Seton Hill,39.294880000000035,-76.62253999999996,,,7/17/2019 3:33pm
1927.003.CHAP.Unknown,Fell Family Memorial,1927,1607 Shakespeare Street,,Unknown,Monument,in place,,,,,,,,,Baltimore,MD,21231,,,,Outdoor,,,,,,,,,,,,,,1,Fells Point,Fells Point,39.2819957,-76.5945116,,,4/23/2021 11:24pm
1994.003.BMP.JoEll,,1994,905 Lemmon Street,,John Ellsberry,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21217,,,,Outdoor,mural,,,,,Male,,,,,,,,9,Hollins Market,Poppleton/The Terraces/Hollins Mkt,39.286028,-76.632577,,,
2000.006.BMP.ErMon,Cultura,2000,430 S. Broadway,,Eric Monastario,Mural,in place,,,,,,,,,Baltimore,MD,21231,,Side of building,,Outdoor,mural,"Latino scene, including guitar player, mother, father, child and cow; ""Cultura""",,Good condition; paint and colors vibrant,,Male,,,,,,,,1,Fells Point,Jonestown/Oldtown,39.285860,-76.593759,,,
2004.010.XXX.AlMar,,2004,N. Patterson Park Avenue and N. Gay Street,Intersection,Aleksander Martray,Mural,,,,,,,,,,Baltimore,MD,21213,,Side of condemned building; North side of Gay St.,,,mural,Boy holding globe with cityscape,,,,Male,,2005; 1991/1993,"Condemned building, paint peeling and faded in spots; trash at base and in open space where mural is located",,,,,12,Broadway East,Clifton-Berea,39.31099620461538,-76.58588376889628,,,
1999.004.BMP.JuDie,,1999,1621 Cole Street,,Julie Dietrich,Mural,,,,,,"Mel Todd,Michael Darby",,,,Baltimore,MD,21223,,"Hard to find; access mural at Cole and Gilmor Sts; proceed around the building to the back of the Shipping and Receiving of Lexor Intern'l where garden is located, off S. Mount Street",,Outdoor,mural,"Sunflowers, corn, and garden scene",,,,Female,,,,,,,,9,New Southwest/Mount Clare,Southwest Baltimore,39.281426,-76.642832,,,8/21/2020 9:12pm
2000.004. BMP.ChLaw,,2000,2124 Mura Street,,Charles Lawrence,Mural,in place,,,,,,,,,Baltimore,MD,21213,,Side of building with community park,,Outdoor,mural,"Baltimore locales: Washington Monument, Maryland Science Center",,,,Male,,2005; 1991/1993,"Paint peeling, bubbling from potential water damage, landscaping issues",,,,,13,Broadway East,Clifton-Berea,39.305213,-76.587293,,,
2014.012.PfA.IaRan,B'MORE Birds: The Blue Jay,2014,5219 York Road,,Iandry Randriamandroso,Mural,in place,,,,"Baltimore Mural Program (BOPA),Percent for Public Art (BOPA)",,,,,Baltimore,MD,21212,,Located on south wall,,Outdoor,mural,,,,,Male,,,,,,,,4,Woodbourne-McCabe,Greater Govans,39.35349,-76.609603,,,6/16/2022 10:27pm
